Mission Summary
Mission Time (s),114.70799279212952
Travel Distance (m),9.829213506923871
Total Tree,0
Inspected Tree,0
Validated Tree,0
Coverage (%),0.0

Trajectory
Index,Time (s),X,Y,Z (Altitude),Vx,Vy,Vz,Heading (deg),Airspeed,Groundspeed,Throttle (%)
0,1.6658039093017578,-0.018156083300709724,0.0,0.05000000074505806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.6665587425231934,-0.018156083300709724,0.0,0.05000000074505806,-0.0016248711617663503,3.6317651392892e-05,8.64273767570839e-13,0.0,0.0,0.0,0.0
2,1.7858245372772217,-0.018156083300709724,0.0,0.05000000074505806,-0.0016248711617663503,3.6317651392892e-05,8.64273767570839e-13,0.0,0.0,0.0,0.0
3,1.7862653732299805,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871278181672,3.621572250267491e-05,-1.380933887205893e-12,0.0,0.0,0.0,0.0
4,2.6222035884857178,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871278181672,3.621572250267491e-05,-1.380933887205893e-12,0.0,0.0,0.0,0.0
5,2.622939109802246,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871278181672,3.611284773796797e-05,-1.351759741467784e-12,0.0,0.0,0.0,0.0
6,3.546186685562134,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871278181672,3.611284773796797e-05,-1.351759741467784e-12,0.0,0.0,0.0,0.0
7,3.546691656112671,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871278181672,3.600987110985443e-05,-1.3220583482131953e-12,0.0,0.0,0.0,0.0
8,4.2989420890808105,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871278181672,3.600987110985443e-05,-1.3220583482131953e-12,0.0,0.0,0.0,0.0
9,4.2996296882629395,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871278181672,3.590677079046145e-05,-1.2918697145022917e-12,0.0,0.0,0.0,0.0
10,5.128926753997803,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871278181672,3.590677079046145e-05,-1.2918697145022917e-12,0.0,0.0,0.0,0.0
11,5.1297571659088135,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871394596994,3.5803554055746645e-05,-1.2612062002398394e-12,0.0,0.0,0.0,0.0
12,6.132496118545532,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871394596994,3.5803554055746645e-05,-1.2612062002398394e-12,0.0,0.0,0.0,0.0
13,6.133023262023926,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871394596994,3.570022090571001e-05,-1.2300223773548113e-12,0.0,0.0,0.0,0.0
14,7.6460583209991455,-0.018156083300709724,0.0,0.05000000074505806,-0.001624871394596994,3.570022090571001e-05,-1.2300223773548113e-12,0.0,0.0,0.0,0.0
15,7.646715879440308,-0.018156083300709724,0.0,0.05000000074505806,-0.0016248420579358935,-0.00030136402347125113,-7.802661511693842e-13,0.0,0.0,0.0,0.0
16,8.29200553894043,-0.018156083300709724,0.0,0.05000000074505806,-0.0016248420579358935,-0.00030136402347125113,-7.802661511693842e-13,0.0,0.0,0.0,0.0
17,8.292553186416626,-0.018156083300709724,0.0,0.05000000074505806,-0.0016248420579358935,-0.0003014675749000162,-7.482035824235567e-13,0.0,0.0,0.0,0.0
18,9.24478793144226,-0.018156083300709724,0.0,0.05000000074505806,-0.0016248420579358935,-0.0003014675749000162,-7.482035824235567e-13,0.0,0.0,0.0,0.0
19,9.245410680770874,-0.018156083300709724,0.0,0.05000000074505806,-0.0016248420579358935,-0.000301571300951764,1.5580740907530921e-12,0.0,0.0,0.0,0.0
20,10.108505487442017,-0.018156083300709724,0.0,0.05000000074505806,-0.0016248420579358935,-0.000301571300951764,1.5580740907530921e-12,0.0,0.0,0.0,0.0
21,10.109039068222046,-0.018156083300709724,0.0,0.05000000074505806,-0.0016248421743512154,-0.0003016751434188336,1.5911437748969415e-12,0.0,0.0,0.0,0.0
22,11.165899515151978,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248421743512154,-0.0003016751434188336,1.5911437748969415e-12,0.0,0.0,0.0,0.0
23,11.166427850723267,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248421743512154,-0.00030177910230122507,1.6247009163375403e-12,0.0,0.0,0.0,0.0
24,12.176591396331787,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248421743512154,-0.00030177910230122507,1.6247009163375403e-12,0.0,0.0,0.0,0.0
25,12.177247047424316,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248421743512154,-0.00030188236269168556,1.6584897517823993e-12,0.0,0.0,0.0,0.0
26,13.155807733535767,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248421743512154,-0.00030188236269168556,1.6584897517823993e-12,0.0,0.0,0.0,0.0
27,13.156475067138672,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248421743512154,-0.00030198655440472066,-5.80671578528924e-13,0.0,0.0,0.0,0.0
28,14.156660318374634,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248421743512154,-0.00030198655440472066,-5.80671578528924e-13,0.0,0.0,0.0,0.0
29,14.157291412353516,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248422907665372,-0.00030209089163690805,-5.455968793074972e-13,0.0,0.0,0.0,0.0
30,15.15907096862793,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248422907665372,-0.00030209089163690805,-5.455968793074972e-13,0.0,0.0,0.0,0.0
31,15.159761905670166,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248422907665372,-0.0003021953161805868,-5.100649178198247e-13,0.0,0.0,0.0,0.0
32,16.15047788619995,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248422907665372,-0.0003021953161805868,-5.100649178198247e-13,0.0,0.0,0.0,0.0
33,16.15099811553955,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248422907665372,-0.00030229988624341786,-4.74025387085103e-13,0.0,0.0,0.0,0.0
34,17.14068293571472,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248422907665372,-0.00030229988624341786,-4.74025387085103e-13,0.0,0.0,0.0,0.0
35,17.141199350357056,-0.03631216660141945,0.0,0.05000000074505806,-0.001624842407181859,-0.00030240457272157073,-4.375262359444104e-13,0.0,0.0,0.0,0.0
36,18.13906502723694,-0.03631216660141945,0.0,0.05000000074505806,-0.001624842407181859,-0.00030240457272157073,-4.375262359444104e-13,0.0,0.0,0.0,0.0
37,18.13958430290222,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248717438429594,3.44489817507565e-05,-8.16314030260834e-13,0.0,0.0,0.0,0.0
38,19.14508843421936,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248717438429594,3.44489817507565e-05,-8.16314030260834e-13,0.0,0.0,0.0,0.0
39,19.14785671234131,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248717438429594,3.4344066079938784e-05,1.4950384680245676e-12,0.0,0.0,0.0,0.0
40,20.184105157852173,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248717438429594,3.4344066079938784e-05,1.4950384680245676e-12,0.0,0.0,0.0,0.0
41,20.184712171554565,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248718602582812,3.4239037631778046e-05,-7.405230942336694e-13,0.0,0.0,0.0,0.0
42,21.233091831207275,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248718602582812,3.4239037631778046e-05,-7.405230942336694e-13,0.0,0.0,0.0,0.0
43,21.233745098114014,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248718602582812,3.4133874578401446e-05,-7.018335565489586e-13,0.0,0.0,0.0,0.0
44,22.173856019973755,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248718602582812,3.4133874578401446e-05,-7.018335565489586e-13,0.0,0.0,0.0,0.0
45,22.17453384399414,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248718602582812,3.402860602363944e-05,-6.626833413611588e-13,0.0,0.0,0.0,0.0
46,23.113789558410645,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248718602582812,3.402860602363944e-05,-6.626833413611588e-13,0.0,0.0,0.0,0.0
47,23.114415168762207,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248718602582812,3.392317739780992e-05,-6.230311405674982e-13,0.0,0.0,0.0,0.0
48,24.10306692123413,-0.03631216660141945,0.0,0.05000000074505806,-0.0016248718602582812,3.392317739780992e-05,-6.230311405674982e-13,0.0,0.0,0.0,0.0
49,24.104087829589844,-0.03631216660141945,0.0,0.05000000074505806,-0.001624871976673603,3.381849455763586e-05,-5.83242384510213e-13,0.0,0.0,0.0,0.0
50,25.14681053161621,-0.03631216660141945,0.0,0.05000000074505806,-0.001624871976673603,3.381849455763586e-05,-5.83242384510213e-13,0.0,0.0,0.0,0.0
51,25.147330284118652,-0.03631216660141945,0.0,0.05000000074505806,-0.001624871976673603,3.37128403771203e-05,-5.426049692024149e-13,0.0,0.0,0.0,0.0
52,26.12179136276245,-0.03631216660141945,0.0,0.05000000074505806,-0.001624871976673603,3.37128403771203e-05,-5.426049692024149e-13,0.0,0.0,0.0,0.0
53,26.12256360054016,-0.03631216660141945,0.0,0.05000000074505806,-0.001624871976673603,3.36070625053253e-05,1.7722399069108885e-12,0.0,0.0,0.0,0.0
54,27.14931321144104,-0.03631216660141945,0.0,0.05000000074505806,-0.001624871976673603,3.36070625053253e-05,1.7722399069108885e-12,0.0,0.0,0.0,0.0
55,27.150010585784912,-0.03631216660141945,0.0,0.05000000074505806,-0.001624871976673603,3.350116458022967e-05,-4.598224470457601e-13,0.0,0.0,0.0,0.0
